"时间","茶园","腰古","里洞","天堂","樟田","共成","新兴","稔村","南盛","蒸发","流量"
#1990-04-12 08:00:00#,.2,0,0,0,0,0,0,.1,1.2,3.2,74.5
#1990-04-13 08:00:00#,1.4,.5,2.7,3.2,0,2.9,1.5,2.7,0,2.5,48
#1990-04-14 08:00:00#,0,2.2,0,.7,6,.7,2.8,1.5,0,1.1,31.5
#1990-04-15 08:00:00#,.2,2.3,0,0,1.4,.5,.4,1.7,.4,.1,32.7
#1990-04-16 08:00:00#,0,.4,1,.1,.8,1.5,.6,.2,.5,.4,26.1
#1990-04-17 08:00:00#,1,1.3,0,.2,.8,2.4,1.2,1.4,.5,.3,27.2
#1990-04-18 08:00:00#,.1,1.6,0,0,.5,.4,.2,.7,0,.2,23.2
#1990-04-19 08:00:00#,0,.2,0,0,.3,0,.1,1.1,0,.2,27.2
#1990-04-20 08:00:00#,0,0,0,0,0,0,0,.2,0,.5,20.3
#1990-04-21 08:00:00#,0,0,0,0,0,0,0,0,0,2.1,18.5
#1990-04-22 08:00:00#,0,.1,8.4,6.3,.9,2.5,4.8,.1,.1,4.1,20.3
#1990-04-23 08:00:00#,.3,3.5,.8,.5,1.8,3.6,1.7,1.8,1,2.7,15.3
#1990-04-24 08:00:00#,8.9,23.1,3.8,13.4,17.3,4.2,20.2,4.3,11.8,2.3,20.3
#1990-04-25 08:00:00#,25.9,18.9,23.4,16.4,13.2,10.9,12.3,18.5,6.7,.1,48
#1990-04-26 08:00:00#,.4,1.3,.8,0,.5,1,.3,1.4,.1,.5,57.2
#1990-04-27 08:00:00#,0,0,.1,0,0,0,0,0,0,.5,42.8
#1990-04-28 08:00:00#,0,0,0,0,0,.1,0,0,0,.4,31.5
#1990-04-29 08:00:00#,0,0,0,0,0,0,0,0,0,1.9,26.1
#1990-04-30 08:00:00#,0,0,0,0,0,0,0,.1,0,4,21.2
#1990-05-01 08:00:00#,0,0,0,0,0,0,0,0,0,3,15.3
#1990-05-02 08:00:00#,0,0,0,0,0,0,0,0,0,3.2,15.3
#1990-05-03 08:00:00#,44.8,70.7,53.3,99,36.6,48.6,37.3,58.9,86.3,5.1,18.4
#1990-05-04 08:00:00#,8,6.4,8.6,8.3,2.4,8,1.5,5.8,4.6,1.9,145
#1990-05-05 08:00:00#,0,0,0,0,.2,0,0,.2,0,3.2,103
#1990-05-06 08:00:00#,0,0,0,0,.1,0,0,.1,0,4.2,53.2
#1990-05-07 08:00:00#,0,0,0,0,0,0,0,.1,0,3.4,26.1
#1990-05-08 08:00:00#,13,12.9,26,43.7,16.3,22.7,11.6,30.6,20.7,3.6,24.1
#1990-05-09 08:00:00#,4.9,39.9,3.4,7.5,20.7,7.2,6.6,6,24.6,1.7,33.3
#1990-05-10 08:00:00#,20.4,12.4,43.4,50.6,28.4,30.6,24.6,13.1,13,.4,97.4
#1990-05-11 08:00:00#,3.4,8.7,1,4.3,19.9,2.4,1,.9,5.2,.9,123
#1990-05-12 08:00:00#,4.7,9.3,3.1,5.4,28.8,21.1,9.9,13.1,23.3,1.3,86.8
#1990-05-13 08:00:00#,11.3,.2,1.7,0,0,0,0,0,.1,2.3,99.5
#1990-05-14 08:00:00#,.6,2.3,0,14,5,.3,1.2,1,.2,2,57.2
#1990-05-15 08:00:00#,0,2.8,0,21.1,3.5,1,.1,.1,4.4,2.8,51.9
#1990-05-16 08:00:00#,1.9,4.3,4.6,2,12.4,3.9,3.7,1.1,19.5,3.1,53.2
#1990-05-17 08:00:00#,1.8,1.3,.9,.2,2.8,1.9,2.5,.4,2.6,2.8,50.6
#1990-05-18 08:00:00#,0,.3,.1,0,0,.1,0,0,.3,3.3,45.4
#1990-05-19 08:00:00#,0,0,.1,0,0,0,0,0,.2,3.3,36.4
#1990-05-20 08:00:00#,0,0,0,0,0,0,0,0,.1,3.2,26.1
#1990-05-21 08:00:00#,0,0,0,0,0,0,0,0,0,3.7,25.1
#1990-05-22 08:00:00#,0,0,0,0,0,0,0,0,0,4,21.2
#1990-05-23 08:00:00#,4,0,0,0,0,0,0,0,0,4,15.3
#1990-05-24 08:00:00#,0,0,0,0,0,0,0,0,0,3.9,16
#1990-05-25 08:00:00#,0,0,0,0,0,0,0,0,0,2.8,16.7
#1990-05-26 08:00:00#,0,.7,.1,0,0,.3,.8,.6,0,3,22.2
#1990-05-27 08:00:00#,.2,0,0,0,0,.2,.2,.1,0,1.7,14.5
#1990-05-28 08:00:00#,1.5,0,0,0,0,0,0,0,0,2.8,16
#1990-05-29 08:00:00#,1.1,.1,1.3,1.9,1.1,.6,1.3,.5,1.5,1.6,16
#1990-05-30 08:00:00#,0,0,0,0,0,0,0,0,0,1.3,16.7
#1990-05-31 08:00:00#,47.3,60.9,25.2,43.5,27.3,102.9,81.3,65.5,54.5,4,17.6
#1990-06-01 08:00:00#,25,13.8,35.9,17.6,37.8,22,61.9,33.5,6.1,1.5,238
#1990-06-02 08:00:00#,0,0,0,0,0,0,0,0,0,2.5,161
#1990-06-03 08:00:00#,0,0,0,0,0,0,0,0,0,2.9,77.3
#1990-06-04 08:00:00#,0,.9,0,0,1.1,2.9,0,0,0,2.4,51.2
#1990-06-05 08:00:00#,3.8,1.5,12.1,19.3,7,3,3.1,2.4,15.6,1.5,40.7
#1990-06-06 08:00:00#,19.1,5.4,21.2,6,12,20.3,28.6,24.6,1.6,1.7,45.2
#1990-06-07 08:00:00#,0,0,1.2,.1,0,0,0,0,0,3.2,56.1
#1990-06-08 08:00:00#,15.3,3.5,15.7,3.1,10,2.8,3.9,12.2,6,1.5,45.2
#1990-06-09 08:00:00#,0,0,.1,0,.1,1.3,0,0,0,3.3,46.4
#1990-06-10 08:00:00#,18.9,.1,42.6,1.6,10.6,41.6,4.1,17.6,1.1,2.3,38.6
#1990-06-11 08:00:00#,1.9,6,1.1,1.7,.2,.1,5.7,1.2,.1,1.9,46.6
#1990-06-12 08:00:00#,0,0,0,0,.2,0,33.8,0,0,3.7,56.1
#1990-06-13 08:00:00#,0,0,0,0,.2,.2,.6,1.7,0,5.9,44.8
#1990-06-14 08:00:00#,0,0,0,0,.2,0,0,0,0,4.8,32.4
#1990-06-15 08:00:00#,0,0,2.4,0,.4,2.8,0,0,0,4.9,25.5
#1990-06-16 08:00:00#,35.3,62.6,37.8,18.8,32.9,31.2,32.5,35.5,43.1,3.7,25.5
#1990-06-17 08:00:00#,100.1,46.1,49.8,24.7,43.2,65,25.2,28,37.1,.6,93
#1990-06-18 08:00:00#,46.3,16.6,25.2,4.1,31.1,31.9,5.6,13.4,13,1.1,175
#1990-06-19 08:00:00#,8.6,10.2,5.5,.8,3.4,7.5,7.4,3.7,0,1.2,149
#1990-06-20 08:00:00#,.4,9.6,0,1.8,.7,1.3,.2,.6,0,2.1,90.4
#1990-06-21 08:00:00#,0,0,0,0,0,0,0,0,0,3.8,58.5
#1990-06-22 08:00:00#,0,0,0,0,0,0,0,0,0,3.1,52.4
#1990-06-23 08:00:00#,.1,0,0,0,0,0,0,0,0,4.5,46.4
#1990-06-24 08:00:00#,0,0,0,0,0,0,0,0,0,4.9,36.5
#1990-06-25 08:00:00#,7.3,3.3,30.4,44.4,13,18.2,62.1,43.9,16,3.3,34.1
#1990-06-26 08:00:00#,1.2,.1,.4,13.3,11.8,.2,13.9,.9,.9,3.8,77
#1990-06-27 08:00:00#,0,0,.2,4.2,8.7,.2,.5,0,.9,4,93.4
#1990-06-28 08:00:00#,0,0,0,0,0,0,0,0,.1,5.1,59.8
#1990-06-29 08:00:00#,0,0,14,0,.2,.1,1.2,0,0,2.6,39.6
#1990-06-30 08:00:00#,.4,.7,.3,.3,0,.1,4.6,0,0,4.9,44.1
#1990-07-01 08:00:00#,36.7,1.8,18.9,15.6,3.6,5.5,2.2,3.2,1.7,2.1,47.8
#1990-07-02 08:00:00#,8.7,0,12.2,.2,.1,5.2,1.9,5,1.3,4.1,38.6
#1990-07-03 08:00:00#,10.4,7.4,4.8,4.8,5,17.7,8,6.7,1.2,1.9,47.6
#1990-07-04 08:00:00#,14.1,0,2.2,14.9,18.6,5.6,2.7,.2,1.9,3.5,58.5
#1990-07-05 08:00:00#,0,1.3,.4,1.6,4.7,0,0,0,10.2,4,52.4
#1990-07-06 08:00:00#,0,.4,.9,0,0,0,1.7,0,0,3.5,58.5
#1990-07-07 08:00:00#,0,0,0,0,0,0,0,0,0,4.1,40.7
#1990-07-08 08:00:00#,4,0,0,0,0,0,0,0,0,6.6,34.4
#1990-07-09 08:00:00#,3.2,0,4.4,0,0,0,0,.1,0,6.2,34.4
#1990-07-10 08:00:00#,0,0,0,0,0,0,0,0,0,7.3,37.5
#1990-07-11 08:00:00#,4.1,1.7,13.8,7.7,8,.1,5.5,4.7,2.6,3.5,28.4
#1990-07-12 08:00:00#,14.2,18.5,25.5,14.8,21.5,10.7,3.6,35.5,21.8,7.1,34.4
#1990-07-13 08:00:00#,10,6.3,16.8,13,24,12.5,10.6,14.4,11.6,1.3,43.7
#1990-07-14 08:00:00#,2.7,0,7.9,.8,.1,1.7,.4,.1,.5,3,61
#1990-07-15 08:00:00#,.1,0,0,0,0,0,.2,.1,0,2.9,41.8
#1990-07-16 08:00:00#,.1,2.8,.1,1.5,0,0,5.4,4.7,0,3.9,36.5
#1990-07-17 08:00:00#,0,0,0,0,0,0,0,.1,0,4,35.4
#1990-07-18 08:00:00#,.9,0,0,0,0,0,0,.1,0,4.3,26.5
#1990-07-19 08:00:00#,3,3.1,17.4,0,24.8,1.3,.3,2.7,3.3,3.1,28.4
#1990-07-20 08:00:00#,0,3.2,0,0,2.8,10.6,.5,.1,.2,3.2,21.1
#1990-07-21 08:00:00#,9.1,6,12.5,11.6,47.2,39.6,18.7,21.7,9.7,2,28.4
#1990-07-22 08:00:00#,8.3,2.7,13.9,.6,1.1,1.2,2.8,7.8,10.2,2,53.4
#1990-07-23 08:00:00#,.3,13.7,4.2,1,10.1,20.9,15.7,22,5.2,1.7,50
#1990-07-24 08:00:00#,.4,.6,2.2,4.9,7.2,15.4,.4,1,.2,2.2,63.5
#1990-07-25 08:00:00#,8.9,0,0,3.1,0,0,0,0,0,3.2,46.4
#1990-07-26 08:00:00#,1.4,0,0,0,0,0,0,0,0,4.4,35.4
#1990-07-27 08:00:00#,0,0,0,0,0,0,0,0,0,5.6,27.4
#1990-07-28 08:00:00#,0,51.1,0,0,1.8,0,.3,.2,2.9,9,23.7
#1990-07-29 08:00:00#,0,0,0,.7,2.1,0,.8,.2,12.2,4.7,27.4
#1990-07-30 08:00:00#,16.6,13.4,25.3,12.7,6.1,15.9,15.1,16.4,8.6,4.9,29.3
#1990-07-31 08:00:00#,.7,1.2,1.3,3.5,12.8,1.3,.1,0,0,1.7,50.4
#1990-08-01 08:00:00#,10,3.1,2,0,0,.1,2.3,15.6,3.4,2.4,41.8
#1990-08-02 08:00:00#,2.2,1.6,1.4,11.3,5.4,4.5,14.2,14.1,17.9,2.6,40.7
#1990-08-03 08:00:00#,.6,0,1.2,.5,7.3,31.2,20.2,9.5,3.3,3.1,59.9
#1990-08-04 08:00:00#,4.7,9.9,11.7,8.8,.7,56.7,22.4,16.1,13.4,2.4,54.3
#1990-08-05 08:00:00#,0,0,0,0,0,.5,0,0,0,4,116
#1990-08-06 08:00:00#,0,0,.1,0,0,0,0,0,0,4.6,52.4
#1990-08-07 08:00:00#,0,0,0,0,0,0,0,0,0,4.7,37.5
#1990-08-08 08:00:00#,0,0,0,0,0,0,0,0,0,5.1,26.5
#1990-08-09 08:00:00#,0,0,0,0,0,0,0,0,0,6.1,23.7
#1990-08-10 08:00:00#,0,.3,0,0,0,0,0,0,0,4.5,22
#1990-08-11 08:00:00#,0,0,0,0,0,0,0,0,0,5.1,21.1
#1990-08-12 08:00:00#,.6,12.4,.5,.7,0,7.6,2.2,0,.6,4.6,20.2
#1990-08-13 08:00:00#,0,0,1.1,0,0,11.1,0,0,0,5.1,24.6
#1990-08-14 08:00:00#,0,0,0,0,0,0,0,0,0,6,20.2
#1990-08-15 08:00:00#,0,0,0,0,0,0,0,0,0,5,19.4
#1990-08-16 08:00:00#,2,0,0,0,0,0,0,0,0,5,17.9
#1990-08-17 08:00:00#,0,0,.5,.6,0,5.6,.1,4.6,0,6.9,20.2
#1990-08-18 08:00:00#,0,0,0,0,0,0,0,0,0,6.2,16.4
#1990-08-19 08:00:00#,0,0,0,0,0,0,0,0,0,5.7,16.4
#1990-08-20 08:00:00#,0,0,0,0,0,0,0,0,0,6,15.7
#1990-08-21 08:00:00#,0,0,0,0,0,0,0,0,0,5.5,15
#1990-08-22 08:00:00#,0,0,0,0,0,0,0,0,0,5.5,16.4
#1990-08-23 08:00:00#,0,0,0,.1,0,0,0,0,0,6,12.9
#1990-08-24 08:00:00#,0,0,0,0,0,0,0,0,0,5,12.3
#1990-08-25 08:00:00#,2.4,0,7.6,0,0,.1,0,0,0,5.1,15
#1990-08-26 08:00:00#,0,0,0,0,0,0,0,0,0,6,15.7
#1990-08-27 08:00:00#,0,0,0,0,0,0,0,0,0,6,15.7
#1990-08-28 08:00:00#,10.9,5.5,6.1,6.8,14,2.7,10,3.3,10,5.5,12.3
#1990-08-29 08:00:00#,3.4,9.4,0,0,.9,1.4,.1,.5,9.1,3.4,18.7
#1990-08-30 08:00:00#,.1,0,0,0,0,0,0,0,0,4.2,15.7
#1990-08-31 08:00:00#,.1,0,0,0,0,0,0,0,0,5,16.4
#1990-09-01 08:00:00#,0,0,0,0,0,0,0,0,0,6,15
#1990-09-02 08:00:00#,0,0,1.1,0,4.8,0,0,0,7.3,6.5,15
#1990-09-03 08:00:00#,0,0,0,0,0,.4,.1,.4,0,6.7,16.4
#1990-09-04 08:00:00#,0,0,0,0,0,0,0,0,0,4.6,11.7
#1990-09-05 08:00:00#,1.3,.6,0,2.2,.8,0,1.9,0,.1,4.8,10.5
#1990-09-06 08:00:00#,0,.4,0,4,10.8,.9,0,0,27.7,4.8,9.4
#1990-09-07 08:00:00#,0,0,0,0,0,0,.1,0,0,5.2,11.7
#1990-09-08 08:00:00#,0,.6,7.1,0,.6,0,1.2,.3,0,5.8,13.6
#1990-09-09 08:00:00#,3.9,9.7,8.6,11.3,4.5,4.6,5.5,6.2,7.3,1.2,12.3
#1990-09-10 08:00:00#,1.5,14.4,3.9,11,5.7,11.5,9,9.5,5.1,2.6,17.9
#1990-09-11 08:00:00#,8.1,10.5,13.5,33.6,10.2,9.9,8.5,10.2,10.1,2.4,25.5
#1990-09-12 08:00:00#,1.4,.6,.2,0,.9,.9,1.4,1.1,.5,1.5,22
#1990-09-13 08:00:00#,8.2,.1,0,5.1,12,3.2,.7,3.9,6.9,2.4,25.5
#1990-09-14 08:00:00#,.3,.3,1.3,0,0,0,0,0,.6,3.8,23.7
#1990-09-15 08:00:00#,0,0,0,0,0,0,0,0,.2,3.2,21.1
#1990-09-16 08:00:00#,0,0,0,0,0,0,0,0,0,3.2,19.4
#1990-09-17 08:00:00#,0,0,0,0,0,0,0,0,.5,5,17.2
#1990-09-18 08:00:00#,3.7,.9,6.3,4.7,2.2,6.8,4.5,3.2,2,4.9,14.3
#1990-09-19 08:00:00#,11.8,19.7,28.3,21.7,18.2,49.5,39.8,36.5,17.6,2.2,13.6
#1990-09-20 08:00:00#,5.3,.1,5.1,1.9,.8,2.3,.3,10.1,1.5,1.9,32.4
#1990-09-21 08:00:00#,1.1,.9,.1,0,.8,.2,.3,.5,0,1.9,33.4
#1990-09-22 08:00:00#,1.3,.1,5.8,1,5.5,15,12.3,3.3,0,2.1,26.5
#1990-09-23 08:00:00#,.2,1.8,1,13.9,0,6.3,19.2,1.6,22.7,2.8,20.2
#1990-09-24 08:00:00#,0,.1,.1,0,0,0,1.1,0,0,2.6,30.3
#1990-09-25 08:00:00#,0,0,0,0,0,0,0,0,0,2.6,23.7
#1990-09-26 08:00:00#,0,0,0,0,0,0,0,0,0,3,20.2
#1990-09-27 08:00:00#,0,0,0,0,0,0,0,0,0,2.6,18.7
#1990-09-28 08:00:00#,0,.1,.1,0,0,3.4,0,.3,0,3,17.2
#1990-09-29 08:00:00#,0,0,.3,18.6,0,0,0,2.5,0,3,15
#1990-09-30 08:00:00#,0,.1,0,0,0,0,0,0,0,3.1,12.9
#1990-10-01 08:00:00#,0,2.9,0,0,0,9.8,1.2,1.9,0,2.9,12.3
#1990-10-02 08:00:00#,4.4,0,2.5,0,1.7,0,0,.4,0,2.3,12.3
#1990-10-03 08:00:00#,3.8,.6,6.2,2.1,5.1,2.9,5.2,2.4,.5,2.6,12.3
#1990-10-04 08:00:00#,.6,.4,0,0,.1,.1,0,.1,0,3.4,11.7
#1990-10-05 08:00:00#,0,.1,0,0,0,0,0,0,0,3.2,11.7
#1990-10-06 08:00:00#,0,.1,0,0,0,0,0,.1,0,4.2,11.1
#1990-10-07 08:00:00#,0,0,0,0,0,0,0,.1,0,5,10.5
#1990-10-08 08:00:00#,0,0,0,0,0,0,0,.1,0,5,10.5
#1990-10-09 08:00:00#,0,0,0,0,0,0,0,0,0,3.7,9.4
#1990-10-10 08:00:00#,0,0,0,0,.1,0,0,0,0,3.3,10.5
#1990-10-11 08:00:00#,0,0,0,0,0,.1,0,0,1,3.3,11.7
#1990-10-12 08:00:00#,0,0,0,0,0,0,0,.1,0,4,11.7
#1990-10-13 08:00:00#,0,.1,0,0,0,0,0,0,0,4.1,9.9
#1990-10-14 08:00:00#,0,.1,0,0,0,0,0,0,0,3.3,8.4
#1990-10-15 08:00:00#,0,0,0,0,.1,0,0,0,0,4,7.4
#1990-10-16 08:00:00#,0,0,0,0,0,0,0,0,0,4,6.9
#1990-10-17 08:00:00#,0,0,0,0,0,0,0,0,0,3.8,6.9
#1990-10-18 08:00:00#,0,.1,0,0,0,0,0,0,0,3.3,6.5
#1990-10-19 08:00:00#,0,.1,0,0,.1,0,0,0,0,3.6,7.4
#1990-10-20 08:00:00#,0,.1,0,0,0,0,0,0,0,2.1,7.4
#1990-10-21 08:00:00#,0,.1,0,0,0,.1,0,0,0,1.6,6.5
#1990-10-22 08:00:00#,0,0,0,0,0,0,0,0,0,2,8.9
#1990-10-23 08:00:00#,1.7,1,.3,1,.5,1.1,.2,.1,1,1.5,10.5
