"时间","茶园","腰古","里洞","天堂","樟田","共成","新兴","稔村","南盛","蒸发","流量"
#1993-10-28 08:00:00#,0,.8,0,0,0,.6,.2,1.4,.4,1.4,43.2
#1993-10-29 08:00:00#,0,0,0,0,0,0,0,0,0,2,41.9
#1993-10-30 08:00:00#,0,0,0,0,.2,0,0,0,0,3.2,36.3
#1993-10-31 08:00:00#,0,0,0,0,.5,0,0,0,0,4.8,38.9
#1993-11-01 08:00:00#,0,0,0,0,0,0,0,0,0,4.3,37.6
#1993-11-02 08:00:00#,0,0,0,0,0,0,0,0,0,3.2,36.6
#1993-11-03 08:00:00#,0,.7,.8,.5,.8,.8,1.3,.8,0,.7,35.4
#1993-11-04 08:00:00#,0,121.5,128.6,99,116.5,174.1,98,139.3,85.5,0,39.6
#1993-11-05 08:00:00#,0,1.1,2.1,1,1.6,.5,2.6,.5,1.3,1.7,338
#1993-11-06 08:00:00#,0,2.4,1.5,4.1,0,.5,.1,12.1,1.5,1.9,178
#1993-11-07 08:00:00#,0,0,0,0,0,0,0,0,0,1.2,104
#1993-11-08 08:00:00#,0,0,0,0,0,0,0,0,.1,1.6,61.3
#1993-11-09 08:00:00#,0,.2,0,0,0,0,0,0,0,1.4,51.2
#1993-11-10 08:00:00#,0,.2,0,0,0,0,0,0,0,1.6,43
#1993-11-11 08:00:00#,0,10.4,5.6,0,9,14.4,9.4,9.3,5.5,2.3,47
#1993-11-12 08:00:00#,0,0,0,0,0,0,0,0,.4,3,51
#1993-11-13 08:00:00#,0,0,0,0,0,0,0,0,.3,3.1,43.4
#1993-11-14 08:00:00#,0,0,0,0,0,0,0,0,.3,2.2,41.7
#1993-11-15 08:00:00#,0,0,0,0,0,0,0,0,.2,1.8,41.7
#1993-11-16 08:00:00#,0,0,0,0,0,0,0,0,.2,1,39.5
#1993-11-17 08:00:00#,0,0,0,0,0,0,0,0,0,1.5,37
#1993-11-18 08:00:00#,0,3.8,1,5.1,4.9,1.5,5.3,1,4,1.8,37
#1993-11-19 08:00:00#,0,0,.4,.5,0,.9,0,.2,.2,1.5,39.7
#1993-11-20 08:00:00#,0,0,0,7.8,.4,0,.2,0,.2,2,40
#1993-11-21 08:00:00#,0,0,0,0,0,0,0,0,0,5,37.4
#1993-11-22 08:00:00#,0,0,0,0,0,0,0,0,0,2.9,36.1
#1993-11-23 08:00:00#,0,0,0,0,0,0,0,0,0,2.2,36.8
#1993-11-24 08:00:00#,0,0,0,0,0,0,0,0,0,2.1,34.6
#1993-11-25 08:00:00#,0,7,7.1,0,7.5,8.3,5.8,7.2,5.3,.2,35.3
#1993-11-26 08:00:00#,0,0,1.8,0,0,1.1,.5,.9,0,1.1,38
#1993-11-27 08:00:00#,0,0,0,0,0,.2,0,0,0,1.1,35.1
#1993-11-28 08:00:00#,0,0,1.5,0,0,0,0,0,0,.8,34.6
#1993-11-29 08:00:00#,0,0,0,0,0,0,0,0,0,1.1,35
#1993-11-30 08:00:00#,0,0,.2,0,0,0,0,0,0,.8,34.3
#1993-12-01 08:00:00#,0,0,0,0,0,0,0,0,0,.3,35.1
#1993-12-02 08:00:00#,0,.5,0,0,0,.4,0,.8,0,1,33.8
#1993-12-03 08:00:00#,0,.3,0,0,0,1.3,0,0,0,2.3,33.7
#1993-12-04 08:00:00#,0,0,0,0,0,0,0,0,0,2.6,31.6
#1993-12-05 08:00:00#,0,0,0,0,0,0,0,0,0,2.5,29.5
#1993-12-06 08:00:00#,0,0,0,0,0,0,0,0,0,2.2,29.1
#1993-12-07 08:00:00#,0,0,0,0,0,0,0,0,0,3,29.6
#1993-12-08 08:00:00#,0,0,0,0,0,0,0,0,0,1.3,27.9
#1993-12-09 08:00:00#,0,0,0,0,0,0,0,0,0,.8,25.3
#1993-12-10 08:00:00#,0,0,0,0,0,0,0,0,0,1.4,27.9
#1993-12-11 08:00:00#,0,1.3,3.4,0,3,1.7,1.6,1.3,1.5,1.5,28.9
#1993-12-12 08:00:00#,0,4.4,1.3,2.4,2.8,2,2.1,1.5,4.6,.4,25.2
#1993-12-13 08:00:00#,0,.6,0,3.2,.5,1.4,.1,0,0,1.8,26.2
#1993-12-14 08:00:00#,0,0,0,0,.1,0,.3,0,0,1.2,25.5
#1993-12-15 08:00:00#,0,0,0,0,1,1.1,0,.7,0,3.5,24.2
#1993-12-16 08:00:00#,0,0,.1,0,.2,0,0,0,0,1.8,24.2
#1993-12-17 08:00:00#,0,0,0,0,0,0,0,0,0,2.9,23.6
#1993-12-18 08:00:00#,0,0,0,0,0,0,0,0,0,1.8,23.1
#1993-12-19 08:00:00#,0,0,0,0,0,0,0,0,0,1.8,21.4
#1993-12-20 08:00:00#,0,0,0,0,0,0,0,0,0,2.2,21.3
#1993-12-21 08:00:00#,0,0,0,0,0,0,0,0,0,3,22.1
#1993-12-22 08:00:00#,0,0,0,0,0,0,0,0,0,2.6,22.7
#1993-12-23 08:00:00#,0,0,0,0,0,0,0,0,0,1.8,24.9
#1993-12-24 08:00:00#,0,0,0,0,0,0,0,0,0,2.2,20.9
#1993-12-25 08:00:00#,0,0,0,0,.1,0,0,0,0,1.6,22.6
#1993-12-26 08:00:00#,0,0,0,0,0,0,0,0,0,2,24.1
#1993-12-27 08:00:00#,0,0,0,0,0,0,0,0,0,2.8,20.3
#1993-12-28 08:00:00#,0,0,0,0,0,0,0,0,0,2.2,18.9
#1993-12-29 08:00:00#,0,0,0,0,.1,0,0,0,0,1.7,19.3
#1993-12-30 08:00:00#,0,0,0,0,0,0,0,0,0,1.8,19.7
#1993-12-31 08:00:00#,0,0,0,0,0,0,0,0,0,2,19.3
